,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
20735,0XDo1WmF8c70NuTZcMP2FH,Robin Schulz;David Guetta,WORKOUT MOTIVATION,On Repeat,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance
45503,30CSchwlaiSQUb4R29Gczs,Maneli Jamal,Hidden Moments,Hidden Moments,28,248642,False,0.404,0.076,9,-17.674,1,0.0513,0.987,0.919,0.0919,0.222,157.635,4,guitar
113648,1llB9MDgXKQyCt8VS8bFuc,New Life Worship,New Life Worship: I Am Free (The Essential Collection),Here In Your Presence,45,319744,False,0.412,0.345,2,-9.411,1,0.0281,0.434,1.14e-05,0.36,0.101,139.951,3,world-music
18160,0aZAYMvk37VZEM0gkUNxld,Chris Hardwick,Mandroid,Merica the Beautiful,25,111893,True,0.534,0.902,10,-4.83,1,0.933,0.668,0.0,0.892,0.483,86.19,4,comedy
11120,389QX9Q1eUOEZ19vtzzI9O,The Beatles,The Beatles (Remastered),While My Guitar Gently Weeps - Remastered 2009,70,285000,False,0.453,0.654,4,-8.855,0,0.0317,0.0205,0.00395,0.172,0.702,115.0,4,british
37230,29MM1MWCWDE93xViFBXAJD,Dj GM;MC GP;Mc Kako;MC Tuto;Love Funk,Liberdade,Liberdade,54,248470,True,0.665,0.718,10,-3.375,0,0.48,0.0908,0.0,0.0702,0.603,113.28,5,funk
109611,0P2oSwTIzTvNQPaOZP33P9,Zimmz,"A-Sides, Vol. 8",Console,31,430108,False,0.63,0.649,4,-9.839,0,0.0573,0.00114,0.875,0.0759,0.134,126.995,4,techno
50435,4EwvEZSzbRs8XMG8XkpYmo,Stam1na,Nocebo,Arveton on arvoton,24,282506,False,0.302,0.959,9,-4.767,1,0.108,0.000305,0.0035,0.139,0.165,125.26,4,heavy-metal
6487,0wPgekGeIrPFADeeAf2Xlj,Månegarm,Vargstenen,Den Gamle Talar,19,128600,False,0.504,0.577,7,-7.942,0,0.0315,0.0128,0.215,0.107,0.721,145.168,3,black-metal
35057,41VdPkjS46U3fgvNxXUyzm,Zé Vaqueiro,O Original,Foi Amor,49,207272,False,0.582,0.789,7,-1.97,1,0.135,0.632,0.0,0.0733,0.728,154.157,4,forro
23836,6rbsTWOxv7hrgaIN2X830U,Refeci;Emelie Cyréus,Die Hard (feat. Emelie Cyréus),Die Hard (feat. Emelie Cyréus),37,214070,False,0.496,0.702,2,-4.915,1,0.0427,0.103,0.0,0.179,0.253,148.071,4,deep-house
83799,5iznkI4FXblSG31LN4hcun,Orjan Nilsen,Black Hole Trance Music 10-22,Ascend - Extended Mix,1,325214,False,0.585,0.986,9,-4.227,0,0.074,0.00127,0.141,0.352,0.312,132.989,4,progressive-house
80777,0DwMyswWZ2tAjZM84oRyBx,Yasser Desai,Jashne Amade Rasool,Zameen-O-Zaman,3,228469,False,0.34,0.121,5,-11.162,1,0.0352,0.877,0.0,0.266,0.235,87.242,3,pop-film
44576,4QhSscYz3TPLEwD6lMezvG,Egypt Central,White Rabbit,White Rabbit,57,217786,False,0.49,0.887,1,-5.363,0,0.0787,0.00176,0.0,0.0564,0.598,175.975,4,grunge
58621,4CN7DZMyMjlqgBKoNtRi6m,X-RX,Activate the Machinez,Escalate,22,220666,False,0.529,0.99,9,-4.075,0,0.0422,0.000821,0.0743,0.306,0.589,135.989,4,industrial
74914,4zWQTANcOyMLbQOOn44gSJ,Djavan,"Djavan ""Ao Vivo""",A Carta (Ao Vivo),39,349866,False,0.66,0.86,1,-6.883,0,0.0593,0.124,2.35e-06,0.948,0.742,93.784,4,mpb
4338,3yuCAw61jqfyv2KzMoVdXA,Ludovico Einaudi,Divenire (Deluxe Edition),Fly,58,278933,False,0.174,0.178,1,-18.717,0,0.0362,0.994,0.861,0.0737,0.0347,167.972,3,ambient
26700,3UcT06I6rJLUxhZDtGorCi,Randy Newman,Cars (Original Motion Picture Soundtrack),McQueen's Lost,44,148733,False,0.27,0.273,0,-13.335,0,0.0361,0.798,0.796,0.052,0.0603,119.562,4,disney
59325,3peugzjeSnbPiBeJO2mEiR,Deathtune,Original Sin,A Planet of Overlords,0,336037,False,0.347,0.883,9,-4.416,0,0.0759,0.000122,0.00377,0.283,0.0574,97.25,4,iranian
41561,0J3Byk1w48wfuYOExLfdEl,Within Temptation;Chris Jones,An Acoustic Night At The Theatre,Utopia (feat. Chris Jones),39,230306,False,0.288,0.561,6,-6.461,1,0.0296,0.0264,0.0,0.119,0.183,113.599,4,goth
40805,0WeHOnIMnwKEoS7DTPx1ho,Paulo Cesar Baruk,Ousado Amor,Ousado Amor,39,354966,False,0.316,0.438,1,-8.891,0,0.0429,0.201,0.0,0.0804,0.185,107.828,4,gospel
88415,63aj87TQG6F3RVO5nbG2VQ,J Balvin;Skrillex,In Da Getto,In Da Getto,75,131065,False,0.915,0.72,8,-3.126,1,0.0459,0.025,1.42e-05,0.0942,0.631,126.986,4,reggae
73789,2bEPGNbpNlO07VKVQ4lOFm,DI MI DO,Berlin Nature Electronic,Lock Me High - Helmut Wintermantel Mix,18,139306,False,0.593,0.931,6,-5.104,0,0.0333,0.00155,0.832,0.169,0.0642,123.985,4,minimal-techno
36353,6iyUPiRoHqlKOR94xSQYfq,M83,Knife + Heart (Original Soundtrack),Tu m'as tuée,50,59743,False,0.215,0.383,2,-15.149,1,0.0605,0.694,0.941,0.0765,0.0392,118.915,3,french
89711,6U2NuJILEOEpW2tVCuqKHb,Daddy Yankee;Natti Natasha;Becky G;Bad Bunny,Dura (Remix),Dura - Remix,68,242160,False,0.772,0.803,1,-3.035,1,0.0468,0.188,0.0,0.434,0.853,94.981,4,reggaeton
35908,6cXRaBSQMjZ4hbGbgJPbkv,Kauã Araújo,Deixo Me Usar,Deixo Me Usar,37,193959,False,0.769,0.643,0,-4.862,0,0.0296,0.518,0.0,0.247,0.847,134.014,4,forro
92938,42iwgWCBOJr142iY4wB8un,Elvis Presley,Pure... 70's Dance Party,"Burning Love - Digitally Mastered- May - June, 1988",23,173506,False,0.563,0.955,2,-7.139,1,0.0502,0.418,0.0,0.118,0.923,143.219,4,rockabilly
54155,0ZYQ8J5CmB7EBnFCWwZfaG,Yoko Duo;Stimming,Remixes,Close These Curtains - Stimming Remix,39,416173,False,0.811,0.366,11,-14.884,0,0.0947,0.0274,0.104,0.0337,0.133,121.013,4,idm
66778,36MZOdQU8d3UFzdiYWgozI,Big Don,Big Don's Big Beat,The Alphabet Song,8,123240,False,0.754,0.798,6,-5.374,0,0.153,0.186,0.0,0.0224,0.926,92.115,4,kids
85571,4vXmgagw6FbgHgMlDOCx7E,Endank Soekamti,Angka 8,Mantan Jadi Teman,38,197560,False,0.548,0.93,0,-2.211,1,0.112,0.0109,0.000444,0.0777,0.777,179.991,4,punk-rock
104166,5uPwMiuHg6ZZliByfJPH5c,KING SAPO,Sexo en Marte,Desorden,35,204371,False,0.364,0.877,6,-5.634,0,0.0634,0.000195,0.000193,0.0935,0.595,173.383,4,spanish
111244,4RYtkoUGmZtYa95yir2EUh,Everything But The Girl,"Baby, the Stars Shine Bright",Come on Home,25,200853,False,0.341,0.494,7,-8.055,1,0.0288,0.246,0.00109,0.149,0.271,83.603,3,trip-hop
77167,6vjfr05pqOTmBJTyQKrkkv,Sorriso Maroto,Por Você Ao Vivo,Disfarça,50,208720,False,0.578,0.709,10,-8.099,1,0.0684,0.719,0.0,0.677,0.686,153.363,4,pagode
110822,21t2aeBdnMEl2xVG4ORhP7,Killerwatts;Vini Vici,Edge Of Time,Colors,39,487374,False,0.609,0.979,11,-6.824,0,0.0563,0.00261,0.63,0.284,0.233,138.001,4,trance
59856,46eMkssP8PolHKwZl5DOPy,Arash Pandi,Exotic Paradox,Dashti,0,341333,False,0.167,0.744,11,-9.967,1,0.363,0.358,0.92,0.0623,0.128,85.06,3,iranian
36982,3fBvbm4fwzaBPJ8JgkdIUe,Youv Dee,La Vie de Luxe : Dark Edition,Les démons les anges,32,162986,True,0.553,0.424,11,-8.247,0,0.0631,0.23,2.05e-06,0.2,0.253,119.884,4,french
19002,5eUtyONoPyfZYGrFHmZzlc,Thomas Rhett,Mientras hago aromaterapia,Die A Happy Man,1,228320,False,0.59,0.389,2,-9.245,1,0.0387,0.411,1.48e-06,0.117,0.389,166.055,4,country
83016,23L5CiUhw2jV1OIMwthR3S,Martin Garrix;Bebe Rexha,In the Name of Love,In the Name of Love,79,195706,False,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,4,progressive-house
