,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
16195,0G8hno6jivjQvhaoJfR5qK,Pyotr Ilyich Tchaikovsky;Berliner Philharmoniker;Mstislav Rostropovich,Weihnachten Klassik 2022,"The Nutcracker (Suite), Op. 71a, TH. 35: IIf. Dance of the Reed-Pipes (Mirlitons)",0,155000,False,0.45,0.0485,2,-31.079,1,0.038,0.972,0.911,0.172,0.316,126.978,4,classical
18528,2pmgvCGPDX69wvdAAe2R7w,Greg Warren,One Star Wonder,Awkward Moments,21,243226,True,0.511,0.933,6,-7.14,1,0.924,0.818,0.0,0.979,0.241,56.594,4,comedy
18386,1UeNDtSqYRs8ELLsyFA5kg,Chas & Dave,Gertcha! The EMI Years,Gertcha - 2005 Remaster,24,230946,False,0.738,0.942,0,-6.058,1,0.0441,0.197,0.0,0.0996,0.977,139.193,4,comedy
51199,0bhhXULPNfCsVhZp35HrC3,Daddy Yankee,El perreo es el futuro,Dura,0,200480,False,0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.838,95.002,4,hip-hop
11430,6fSNK6QlZskYmKTvJnNH5P,Gerry & The Pacemakers,The Very Best Of Gerry & Pacemakers,You'll Never Walk Alone,58,159546,False,0.474,0.365,0,-5.446,1,0.0306,0.251,2.02e-06,0.186,0.219,113.207,3,british
97770,2ndzFVbVxeA4vcEphzdx2X,Victor & Leo,Victor & Leo Ao Vivo Em Uberlândia,Meu Eu em Você - Ao Vivo,46,298480,False,0.346,0.53,7,-10.308,1,0.0442,0.798,0.0,0.967,0.342,90.324,4,sertanejo
98663,6uOa4cJ9FY7jTneZ0Ta8ZN,Alan Menken;Howard Ashman;Lee Wilkof;Ron Taylor,Little Shop Of Horrors,Feed Me (Git It) - 1982 Original Cast,22,297000,False,0.569,0.679,0,-12.063,1,0.534,0.511,3.14e-06,0.648,0.538,94.946,4,show-tunes
3173,2bkJyEAy4nmVybyBsQ9kX9,GAYLE,New Pop Classics,indieedgycool,2,146769,True,0.728,0.773,11,-6.253,0,0.0764,0.0364,0.0,0.235,0.547,98.011,4,alternative
107711,5gPvJIm1lXEKiefB0pFmxs,CHVRCHES,Every Open Eye,Leave A Trace,41,237481,False,0.663,0.729,2,-5.852,1,0.0624,0.0146,0.000154,0.141,0.216,100.002,4,synth-pop
38271,2HbYLDA1SigY1ilC94ieVu,Arctic Monkeys,Tranquility Base Hotel & Casino,American Sports,54,158040,False,0.372,0.865,7,-4.288,0,0.0513,0.00169,0.00293,0.127,0.594,176.689,3,garage
3325,1QHqRD65S2q7STSmrxTU3Y,Kid Rock,Feeling Good,All Summer Long,0,297586,False,0.701,0.865,7,-3.629,1,0.0283,0.0212,0.0,0.0956,0.88,102.998,4,alternative
59463,6JhsUGOPVyc0ygoTrO34cp,Nima A.M.,Keep Your Control (Instrumental),Keep Your Control - Instrumental,0,292942,False,0.409,0.963,8,-7.359,1,0.0771,6.41e-06,0.864,0.407,0.271,144.003,4,iranian
78998,5MyMUg8W0FB2C0dcVwoygG,Die Draufgänger,Grün,Eins Zwei Polizei,23,175053,False,0.699,0.905,11,-3.717,0,0.0354,0.0124,0.000142,0.106,0.971,144.984,4,party
99575,6YNdQ5utvFnK4CTAnBga06,Jillian Rossi,Fever Dream,Fever Dream,64,171000,False,0.561,0.519,2,-8.467,1,0.0395,0.223,0.0,0.156,0.2,119.882,4,singer-songwriter
50489,6WvDD8PuYRc0kEfM653FSU,Accept,Symphonic Terror (Live at Wacken 2017),Metal Heart - Live in Wacken 2017,23,452613,False,0.436,0.954,0,-6.315,1,0.0724,0.00242,0.258,0.918,0.19,122.036,4,heavy-metal
91493,1C6kyXe2Ey9fJWbKJbHyGD,Alejandro Sanz;Alejandro Fernández,Retro Baladas,A Que No Me Dejas,0,321323,False,0.597,0.665,7,-4.403,1,0.129,0.424,0.0,0.115,0.443,94.467,4,rock
51162,0M4HcGtxIWVVH4rSNp6XhQ,King,Champagne Talk,Dejalo,60,202826,False,0.768,0.444,1,-8.079,1,0.0811,0.112,0.00314,0.145,0.563,92.078,4,hip-hop
90308,2iXcvnD3d1gfLBum0cE5Eg,Little Richard,Here's Little Richard (Deluxe Edition),Tutti Frutti,65,144226,False,0.555,0.658,5,-3.866,1,0.0541,0.793,0.0,0.118,0.937,184.835,4,rock-n-roll
70947,356wpCJ2cUKEfvZswomciS,Huang Yee Ling,台灣歌古早曲,痴情月娘島,22,324933,False,0.452,0.264,9,-14.867,1,0.0324,0.0403,0.0,0.0728,0.15,144.092,4,mandopop
48650,6nL0wIy3rcQPqHNAtm61Gh,Fat Joe;DJ Khaled;Amorphous,Sunshine (The Light),Sunshine (The Light),64,149725,False,0.8,0.832,0,-5.497,1,0.266,0.087,0.0,0.322,0.736,106.983,4,hardcore
87588,2zlPODWNfA81BUtBzdggA9,Banda Cuisillos,A Veces Lloro,Qué Pasa Con Nuestro Amor,44,189683,False,0.63,0.759,5,-7.991,1,0.0362,0.206,0.000119,0.113,0.725,114.469,4,r-n-b
36549,4LgHw6dhyApTDWLSCKgGuu,François Couperin;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Troisième livre de pièces de clavecin, dix-septième ordre: No. 2, Les petits moulins à vent (Live in Japan, 2022)",0,110920,False,0.32,0.124,4,-30.61,0,0.0371,0.978,0.973,0.145,0.625,65.385,5,french
79155,0yccHAlypw9zM9Pf33lLjd,Milo Edale,Returning,Returning,66,140250,False,0.334,0.0203,7,-32.364,0,0.0325,0.993,0.919,0.0917,0.351,88.396,4,piano
35045,0bH0jW7Z83BrDg0DdMylPU,Limão Com Mel;Wesley Safadão,Estúdio Limão,Um Sonho de Amor,50,153412,False,0.699,0.786,0,-5.8,1,0.042,0.562,5.21e-06,0.444,0.69,105.994,4,forro
62140,6kkahm8WbvmDCknSprJAAt,ZUTOMAYO,J-Pop 輕旅行,あいつら全員同窓会,2,255506,False,0.723,0.926,2,-1.991,0,0.114,0.436,0.0,0.0423,0.912,130.957,4,j-pop
39114,5eYQMChHFGtMlRPZicBtMC,Topic;A7S,pov: it's 2020,Breaking Me,0,166793,False,0.789,0.72,8,-5.652,0,0.217,0.223,0.0,0.129,0.664,122.031,4,german
4382,2QTq96pXVnDkVAGxBxRzVT,Flower Face,Pisces Moon (Alternate Version),Back to You,20,202827,False,0.389,0.202,2,-15.121,1,0.0375,0.887,2.86e-06,0.128,0.187,83.019,4,ambient
53235,5E9DHsz711lPbtrr74WK67,Anne-Marie;Don Diablo,Running Songs,Birthday - Don Diablo Remix,0,225000,False,0.648,0.934,8,-3.156,0,0.122,0.0838,0.0,0.131,0.671,123.962,4,house
39025,55DJrqFrvuDb29S2InYklj,Johann Sebastian Bach;phil Blech Wien;Anton Mittermayr,Klassische Weihnachtsmusik,"Weihnachtsoratorium, BWV 248: Nr. 9 Choral ""Ach mein herzliebes Jesulein!""",0,67760,False,0.548,0.216,2,-9.873,1,0.0354,0.995,0.954,0.0845,0.204,62.857,4,german
68020,0I75DOENhkPTBpavd8VJgW,Feid,Noche de Halloween Latino,Normal,3,171880,True,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,4,latino
61694,4zbY7VDEwBXNFXFwr2pSae,Shiritsu Ebisu Chugaku,"Anytime, Anywhere","Anytime, Anywhere",19,228875,False,0.688,0.849,0,-4.455,1,0.0532,0.00479,4.05e-06,0.365,0.609,104.021,4,j-idol
1535,5KPjNZYPSOzFycfWtwuAaX,Newen Afrobeat,Curiche,Cántaros,19,432213,False,0.698,0.63,1,-8.342,0,0.0496,0.239,0.519,0.087,0.855,100.014,4,afrobeat
105289,4hRlr5mM9z0szgLB2PBfc5,Matt Large,Stances,Yes Yes Y'all,14,144108,False,0.701,0.495,7,-7.106,1,0.442,0.00787,0.29,0.0796,0.81,191.993,4,study
16100,5vBMUlQOjiL6d4j5WndjSd,Bombay Jayashri;Danvendra Arya,LoFi Songs,Zara Zara - LoFi,48,256971,False,0.635,0.486,11,-11.857,0,0.0698,0.707,0.0854,0.422,0.343,130.088,4,classical
67237,71A0fSIUozc9NvH3tn3rO6,"Wisin & Yandel;Tego Calderón;Franco ""El Gorilla""",Perreo Tenebroso Vol. 2,Sigan Bailando,0,291453,False,0.753,0.831,1,-4.702,0,0.247,0.148,2.32e-05,0.0902,0.684,180.054,4,latin
22772,1lg2BfLkvrztHHCkUWAfco,Eulogy,Live and Raw,Breathe - Live,22,255375,False,0.363,0.653,5,-12.264,0,0.0422,0.000405,0.317,0.957,0.136,172.098,4,death-metal
108010,3FfcNuVn1yyNkikUxm6qwW,Julio Sosa,Varón (Remastered),Qué me van a hablar de amor - Remastered,36,192815,False,0.441,0.537,5,-10.492,1,0.0759,0.945,0.0,0.607,0.673,124.381,4,tango
39047,49Zh9bgUz7SQ00D3vQuBU4,Johann Sebastian Bach;English Baroque Soloists;John Eliot Gardiner,Classical Christmas,"Christmas Oratorio, BWV 248 / Part Two - For The Second Day Of Christmas: No. 10 Sinfonia",0,319893,False,0.158,0.00972,6,-32.888,1,0.0463,0.949,0.137,0.0955,0.0572,138.062,3,german
43632,41PYCwtDbSOp4X8UBC5Wbp,Julio Cesar;Sarah Fernandes;Riverson Vianna,Quão Grande,Quão Grande,26,341203,False,0.384,0.451,3,-11.404,1,0.0355,0.264,0.0279,0.102,0.0849,143.969,4,groove
64254,2oDCxy29DtirotGBmk36jJ,Nat King Cole,Christmas Vibes But Not Christmas Songs,L-O-V-E,0,155306,False,0.425,0.373,4,-7.543,1,0.0801,0.686,0.0,0.077,0.663,78.231,4,jazz
57333,4nyF5lmSziBAt7ESAUjpbx,Gracie Abrams,minor,"I miss you, I’m sorry",73,167538,False,0.445,0.455,7,-6.405,1,0.0575,0.731,1.47e-06,0.124,0.151,109.885,5,indie
71340,5kW4weQet1sxEKE9wJngDJ,Mastodon,Top of the Rock,Teardrinker,0,320507,False,0.457,0.979,5,-3.836,1,0.0485,9.8e-06,0.119,0.123,0.227,127.006,4,metal
78432,5NbDYJulSu1MGiqX6S6FHb,Stereoact;Sarah Lahn,#Schlager 2,Weinst du,31,179433,False,0.759,0.689,10,-6.234,1,0.0455,0.111,0.0,0.364,0.411,125.136,4,party
66994,4oGnq7NvS2HhXrY9wQTwws,John Archambault and David Plummer,Chicka Chicka Boom Boom Series Volume One - Old School Classics,I Love the Mountains,8,130253,False,0.556,0.284,2,-14.224,1,0.0377,0.967,2.13e-05,0.34,0.35,94.444,4,kids
56066,13P5rwmk2EsoFRIz9UCeh9,Echosmith,Talking Dreams (Deluxe Edition),Cool Kids,77,237626,False,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,4,indie-pop
8389,3dAiWRwZXd8pEOhItkkZXb,Bachman-Turner Overdrive,Fiesta temática 70s,Hey You,0,210893,False,0.491,0.849,9,-5.188,1,0.0309,0.0526,0.0094,0.274,0.932,118.161,4,blues
73728,5RQqQkd8Z8gcscl9ce6ESk,trentemøller,The Last Resort,Take Me Into Your Skin,43,450562,False,0.602,0.418,5,-12.392,0,0.0381,0.0517,0.871,0.104,0.0784,118.016,4,minimal-techno
39468,3lHDFl5cMDe0Nbo4PzT61Y,Sarah Connor,Christmas Best Hits 2022,Christmas In My Heart,0,288440,False,0.649,0.517,9,-5.227,0,0.0273,0.54,0.0,0.0601,0.185,119.968,4,german
26053,41UM8cxQvfBh9glGiENYLQ,Auli'i Cravalho;Vai Mahina;Olivia Foa'i;Opetaia Foa'i;Matthew Ineleo,Moana (Original Motion Picture Soundtrack/Deluxe Edition),Know Who You Are,41,72626,False,0.16,0.145,11,-20.495,0,0.0359,0.941,0.0919,0.103,0.0946,173.443,1,disney
19212,5sGyUZU3woqmdsiae7m0dD,Blake Shelton,Never Leave - Country Magic,No Body,2,187640,False,0.739,0.72,4,-6.695,1,0.026,0.0379,0.00267,0.23,0.892,102.997,4,country
19380,3hTB92pIwUNcIvpjvpyzDA,Gabby Barrett,Finest Country,Footprints on the Moon,0,190223,False,0.506,0.749,8,-4.982,0,0.0388,0.00648,2.03e-05,0.223,0.372,151.928,4,country
5866,1hoQxGi3ujVYUzQDhXfvkN,FLOW,FLOW THE BEST 〜Single Collection〜,Re:member,55,199560,False,0.404,0.901,8,-5.991,0,0.0616,0.0035,0.0,0.0924,0.715,171.948,4,anime
112508,08isVfPzPF8eYPj5iiS7wQ,Pinhani,Kediköy,Dur Söyleme,40,198391,False,0.522,0.676,6,-8.117,0,0.0279,0.0121,0.00209,0.114,0.245,102.069,4,turkish
89773,7d7aPD2oxuzjhOZnu4Dj23,Natti Natasha;Daddy Yankee;Wisin & Yandel,Mayor Que Usted,Mayor Que Usted,81,233519,False,0.625,0.839,6,-4.824,0,0.0927,0.00762,2.35e-05,0.464,0.771,184.08,4,reggaeton
80492,2MAQWNhW0jKI0qWnNNO8C9,Mukesh,Kabhi Kabhie,Main Pal Do Pal Ka Shair Hoon,60,204040,False,0.565,0.334,4,-13.626,1,0.0309,0.85,0.0,0.632,0.64,124.193,4,pop-film
24471,3FBImMhATpX2r02woWzcIN,Theo Parrish;Dwele,"Sound Signature Sounds, Vol. 2",I Can Take It,9,1002146,False,0.798,0.39,1,-17.027,1,0.126,0.0901,0.722,0.0996,0.256,116.066,4,detroit-techno
106890,42ane8bVDyExtWcffBlxSI,Stefan Andersson,Skeppsråttan,Hönsafesten,35,203145,False,0.702,0.505,7,-9.316,1,0.0921,0.772,0.0,0.107,0.717,123.744,4,swedish
66186,4NYGNFfpub02Ffpp4PTq9q,Cooltime Kids,Princess Pop,A Whole New World,18,170133,False,0.686,0.775,9,-4.344,0,0.0344,0.0389,0.0,0.123,0.577,125.975,4,kids
81536,1OxYob8D3iKQOitl3TIPZ5,Billie Eilish,Halloween 2022,bury a friend,0,193143,False,0.887,0.388,8,-14.505,1,0.349,0.739,0.143,0.106,0.205,120.035,4,pop
41153,0meKbAXQpVUTzoTXzT2TT9,Cyhra,No Halos in Hell,Out of My Life,55,197466,False,0.447,0.952,0,-7.439,0,0.0512,8.67e-05,3.31e-06,0.449,0.37,140.05,4,goth
83930,5xsOvbyD4XvvNQqQC6U4Wa,Sick Individuals;Nevve,Symphony,Symphony,45,202148,False,0.514,0.888,3,-3.796,1,0.0698,0.0374,6.42e-05,0.123,0.183,127.82,4,progressive-house
76725,4XCVkw1EYaWVWnyxihgu3V,Richard Wagner;Gustav Kuhn,Klassik die man kennen muss! Die größten Werke der Klassischen Musik,Walkürenritt (Ride of the Valkyries),21,316026,False,0.283,0.428,7,-8.819,1,0.0427,0.912,0.0025,0.106,0.159,90.575,3,opera
50243,2bBxkVqZ9wLDbFxsfT2ewI,Rata Blanca,VII,Viejo Amigo,29,176277,False,0.51,0.421,2,-8.511,1,0.0257,0.405,0.0,0.132,0.0491,109.474,5,heavy-metal
96437,3kLg0v96UAT2I0BG7W4UaD,Akatu;Grupo Revelação,"Encontro de Gerações, Vol. 03 (Ao Vivo)",Amor Estou Sofrendo - Ao Vivo,40,117764,False,0.692,0.698,2,-8.351,1,0.0498,0.657,0.0,0.445,0.723,104.074,4,samba
108440,4anInnPjzD0emtsCTAELYU,Argentino Ledesma;Orquesta de Héctor Varela,Imprescindibles,Muchacha,20,197903,False,0.45,0.436,7,-6.514,0,0.0446,0.776,0.0292,0.298,0.473,60.419,4,tango
82472,2wSQ3R8BBAG2lB16Wnh3Cg,Dave Edmunds,Trax on Wax 4,Trouble Boys,23,182306,False,0.516,0.957,4,-5.613,1,0.0569,0.0268,1.53e-05,0.0616,0.953,164.405,4,power-pop
55554,0Qs67RelQ1FHAPkVBUoTDu,Anupam Roy,Pari,Meri Khamoshi Hai,49,318511,False,0.535,0.285,4,-14.143,1,0.0307,0.836,0.00572,0.118,0.206,92.033,4,indian
106022,356BtzUMw3wWvyDlGzrotn,ABBA,JULMUSIK,Little Things,1,188320,False,0.647,0.165,10,-16.328,1,0.0315,0.894,0.00187,0.116,0.59,75.978,4,swedish
13880,1WoTST0ikXUttdtNTmp7zf,DJ Sneak;Demuir,Made In Miami Rewind 2018,1 For The Muchachos,5,414229,False,0.791,0.873,5,-7.894,0,0.0811,0.000124,0.791,0.544,0.437,123.999,4,chicago-house
56949,2CI0FjLbfzLlh8ftgFBHNy,Holly Humberstone,Best Alternative Pop Tunes,Haunted House,0,133226,False,0.366,0.269,9,-9.197,1,0.0439,0.871,0.0,0.101,0.238,127.523,4,indie-pop
13046,4RbgkygkOkbPIZ30gOfVsP,Paul Johnson,Sense of House Issue 3,Party All Night Long - Original Mix,0,375988,False,0.879,0.576,1,-10.273,1,0.0519,0.002,0.0292,0.0793,0.527,127.979,4,chicago-house
65408,2u5Jh4U0GNJWDuafMQQygq,Tanir;Tyomcha;Mikis,Da Da Da (Remix by Mikis),Da Da Da - Remix by Mikis,54,183100,False,0.852,0.967,9,-1.661,0,0.0722,0.395,0.000324,0.433,0.891,124.024,4,k-pop
95078,3HTgMURI0kTfcucjPuhTxE,Tony Vega,Era Salsa para Bailar,Ella Es,0,302986,False,0.483,0.843,5,-9.476,0,0.0338,0.279,0.0,0.0671,0.961,99.359,4,salsa
91484,0Nq0igeWY9j7TtqWCYuTM6,Alejandro Sanz,Retro Baladas,Camino De Rosas,0,260573,False,0.776,0.609,9,-6.146,1,0.0929,0.481,0.0,0.0508,0.612,96.04,4,rock
14095,21Y8JkrL1wzZFZ8z9uQBRo,Cri-Cri,"Las 100 Clásicas de Cri Cri, Vol. 2",Negrito Bailarín - Remasterizado,44,165813,False,0.784,0.301,2,-12.321,1,0.184,0.47,0.0,0.119,0.532,86.585,4,children
112442,3fGsCkZgaEPWdHLMoNexcA,Kargo;Dilek Türkan,Mazi Kalbimde Bir Yaradır,Mazi Kalbimde Bir Yaradır,41,229455,False,0.547,0.752,6,-3.487,0,0.0298,0.0108,0.0,0.0886,0.635,123.956,4,turkish
6985,0zTdT65lUqepmx7N5dwVRj,Moonspell,Lisboa Under the Spell,Alma Mater,17,411506,False,0.337,0.955,9,-5.061,0,0.0839,5.98e-06,0.891,0.862,0.151,142.457,3,black-metal
51793,6WBFQMsGMTw0DPv9srsybQ,De La Ghetto,Perreo Tenebroso Vol. 4,Sensacion Del Bloque,0,182186,True,0.709,0.726,7,-7.129,1,0.0411,0.0977,0.0,0.301,0.405,92.014,4,hip-hop
39442,2eYDHMemEfscOpim5iRAbi,Matthias Reim,Karneval 2022 100%,"Verdammt, ich lieb dich - Version 2014",1,234000,False,0.34,0.906,9,-4.775,0,0.204,0.0175,0.0,0.0636,0.371,200.069,4,german
1533,4s745NgYuKpZpgcC4SS91y,Brownout;Brown Sabbath;Aaron Behrens,"Brownout Presents Brown Sabbath, Vol. II",Sabbath Bloody Sabbath,19,341765,False,0.332,0.786,1,-8.419,0,0.045,0.00182,0.00185,0.142,0.724,143.4,4,afrobeat
14666,0o7aCL3vu7HNlvkUoI71E3,The Wiggles,The Wiggles Nursery Rhymes,Itsy Bitsy Spider,46,70114,False,0.679,0.671,9,-7.517,1,0.0424,0.0614,0.0279,0.161,0.27,113.986,3,children
62655,6z5zopmol2EeKDjeRH2QfM,Vaundy,恋風邪にのせて,恋風邪にのせて,44,255914,False,0.595,0.909,6,-3.594,0,0.0341,6.4e-05,0.000355,0.387,0.537,118.021,4,j-pop
84719,6OojY4NdPiEGWHV2EUSwHz,Love,Four Sail (Expanded Edition),Always See Your Face,57,209133,False,0.567,0.579,0,-12.565,1,0.029,0.38,2.8e-05,0.0562,0.92,109.84,4,psych-rock
58740,2UsKFVo6oK2yCHo7R1s4Ft,Revolting Cocks,Big Sexy Land,No Devotion,20,412687,False,0.667,0.681,7,-12.684,1,0.0629,0.0944,0.0783,0.444,0.395,127.218,4,industrial
93265,2PQv9yXQirVnjaoNjRsvhy,Rashid Beibutov;Traditional,Džan Azerbajdžan!,Èvleri var hana-han,7,177626,False,0.462,0.292,5,-9.773,0,0.0291,0.985,0.183,0.202,0.553,81.529,4,romance
59438,0P8Y8s0Fvf2ywJm6M5s6VB,Spuntic,Broadcast,Island of Reil,0,258493,False,0.114,0.0455,4,-27.855,1,0.0372,0.989,0.959,0.0999,0.0345,94.583,4,iranian
93825,3DyfsdO2YIRAdRJ3Ok4wMx,Vadim Kozin,"Гори, гори, моя звезда",Снился мне сад,0,142197,False,0.221,0.169,10,-15.821,1,0.0631,0.992,0.0489,0.133,0.0412,58.679,4,romance
100347,1S5nq7DelsGNc4DVFaJHul,Attaque 77,"Acústico,Teatro Opera, Buenos Aires, Argentina.",Arrancacorazones - Acústico en Vivo,39,226000,False,0.385,0.838,7,-6.051,1,0.0369,0.23,0.0,0.91,0.274,125.572,4,ska
9296,0VaMFkBz3QsRAuaek4jYR5,Raimundos,Acústico - Ao Vivo,Reggae do Manero - Ao Vivo | Acústico,46,325024,False,0.708,0.809,10,-4.129,0,0.0611,0.178,1.62e-06,0.368,0.625,134.053,4,brazil
3655,697M5JB8FDIyRXEXgl1pBZ,Linkin Park,Meteora (Bonus Edition),From the Inside,67,173933,False,0.466,0.965,1,-2.597,0,0.0904,0.042,0.0,0.101,0.453,95.028,3,alternative
100132,1iiJlDOvIgn3Y9nNqKOvUG,Los Caligaris;Lupe Esparza,Circología,El Amor Nunca Pasa de Moda,44,243973,False,0.658,0.714,9,-4.704,1,0.0396,0.406,0.0,0.16,0.87,160.043,4,ska
11168,25yQPHgC35WNnnOUqFhgVR,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered),Lucy In The Sky With Diamonds - Remastered 2009,68,208466,False,0.311,0.325,2,-9.042,1,0.0283,0.0469,0.0,0.139,0.668,65.09,1,british
67358,6Sq7ltF9Qa7SNFBsV5Cogx,Bad Bunny;Chencho Corleone,Un Verano Sin Ti,Me Porto Bonito,97,178567,True,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,4,latin
112947,5ZmmCJeG3ob3p3IauV1PTn,Candan Erçetin,Ah Bu Şarkıların Gözü Kör Olsun,Ah Bu Şarkıların Gözü Kör Olsun,38,278386,False,0.435,0.564,9,-6.291,0,0.0371,0.644,0.0,0.207,0.476,83.34,3,turkish
96319,0KwM5FKInQmXd6ZXuJ9FG8,Exaltasamba;Mr. Catra,25 Anos (Ao Vivo),A Gente Faz a Festa,42,228640,False,0.623,0.859,9,-8.124,1,0.105,0.622,0.0,0.879,0.731,90.01,4,samba
